date_time,category,account,amount,currency,tags
10-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
07-11-2025 00:00,Cafe,acct_1,11,BYN,tag_1
07-11-2025 00:00,Leisure,acct_1,35,BYN,tag_1
06-11-2025 00:00,Cafe,acct_1,31,BYN,tag_1
05-11-2025 00:00,Clothes,acct_1,299,BYN,tag_1
05-11-2025 00:00,Cafe,acct_3,3,BYN,tag_1
05-11-2025 00:00,Cafe,acct_1,12,BYN,tag_1
05-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
04-11-2025 00:00,Cafe,acct_3,2,BYN,tag_1
04-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
04-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
04-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
04-11-2025 00:00,Food,acct_3,2,BYN,tag_1
03-11-2025 00:00,Leisure,acct_3,38,BYN,tag_1
03-11-2025 00:00,Cafe,acct_3,2,BYN,tag_1
03-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
03-11-2025 00:00,Cafe,acct_1,11,BYN,tag_1
03-11-2025 00:00,Cafe,acct_3,3,BYN,tag_1
03-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
01-11-2025 00:00,Public transport,acct_2,1,BYN,tag_1
01-11-2025 00:00,Food,acct_3,2,BYN,tag_1
31-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
31-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
31-10-2025 00:00,Gifts,acct_3,30,BYN,tag_1
30-10-2025 00:00,Health,acct_3,1,BYN,tag_1
30-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
30-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
29-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
29-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
29-10-2025 00:00,Leisure,acct_1,20,BYN,tag_1
29-10-2025 00:00,Leisure,acct_1,17,BYN,tag_1
29-10-2025 00:00,Food,acct_3,1,BYN,tag_1
29-10-2025 00:00,Food,acct_1,22,BYN,tag_1
29-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
29-10-2025 00:00,Cafe,acct_3,1,BYN,tag_1
29-10-2025 00:00,Cafe,acct_1,5,BYN,tag_1
28-10-2025 00:00,Public transport,acct_3,1,BYN,tag_1
28-10-2025 00:00,Food,acct_3,1,BYN,tag_1
28-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
28-10-2025 00:00,Bought for myself,acct_1,64,BYN,tag_1
28-10-2025 00:00,Cafe,acct_1,5,BYN,tag_1
28-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
28-10-2025 00:00,Food,acct_3,2,BYN,tag_1
26-10-2025 00:00,Public transport,acct_1,5,BYN,tag_1
26-10-2025 00:00,Health,acct_1,128,BYN,tag_1
26-10-2025 00:00,Gifts,acct_1,44,BYN,tag_1
26-10-2025 00:00,Public transport,acct_1,5,BYN,tag_1
26-10-2025 00:00,Food,acct_1,6,BYN,tag_1
25-10-2025 00:00,Food,acct_1,4,BYN,tag_1
25-10-2025 00:00,Cafe,acct_1,11,BYN,tag_1
25-10-2025 00:00,Public transport,acct_1,5,BYN,tag_1
24-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
24-10-2025 00:00,Taxi,acct_1,10,BYN,tag_1
23-10-2025 00:00,Cafe,acct_1,17,BYN,tag_1
21-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
21-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
21-10-2025 00:00,Cafe,acct_1,9,BYN,tag_1
21-10-2025 00:00,Cafe,acct_1,6,BYN,tag_1
21-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
20-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
20-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
20-10-2025 00:00,Cafe,acct_1,4,BYN,tag_1
20-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
19-10-2025 00:00,Gifts,acct_1,43,BYN,tag_1
19-10-2025 00:00,Food,acct_1,18,BYN,tag_1
19-10-2025 00:00,Gifts,acct_3,15,BYN,tag_1
18-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
18-10-2025 00:00,Food,acct_1,6,BYN,tag_1
18-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
18-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
18-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
18-10-2025 00:00,Leisure,acct_3,29,BYN,tag_1
18-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
17-10-2025 00:00,Health,acct_1,70,BYN,tag_1
16-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
16-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
16-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
16-10-2025 00:00,Cafe,acct_1,5,BYN,tag_1
16-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
15-10-2025 00:00,Loan given,acct_1,854,BYN,tag_1
15-10-2025 00:00,Other,acct_1,11,BYN,tag_1
15-10-2025 00:00,Food,acct_3,0,BYN,tag_1
15-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
15-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
15-10-2025 00:00,Cafe,acct_3,3,BYN,tag_1
15-10-2025 00:00,Cafe,acct_1,4,BYN,tag_1
15-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-10-2025 00:00,Food,acct_3,1,BYN,tag_1
14-10-2025 00:00,Gifts,acct_1,27,BYN,tag_1
14-10-2025 00:00,Food,acct_3,3,BYN,tag_1
14-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-10-2025 00:00,Taxi,acct_1,9,BYN,tag_1
13-10-2025 00:00,Food,acct_3,15,BYN,tag_1
13-10-2025 00:00,Cafe,acct_3,9,BYN,tag_1
13-10-2025 00:00,Food,acct_3,1,BYN,tag_1
13-10-2025 00:00,Leisure,acct_3,35,BYN,tag_1
12-10-2025 00:00,Public transport,acct_1,5,BYN,tag_1
10-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
10-10-2025 00:00,Food,acct_1,15,BYN,tag_1
10-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
10-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
10-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
09-10-2025 00:00,Taxi,acct_1,17,BYN,tag_1
09-10-2025 00:00,Cafe,acct_1,6,BYN,tag_1
09-10-2025 00:00,Public transport,acct_2,1,BYN,tag_2
08-10-2025 00:00,Food,acct_1,10,BYN,tag_1
08-10-2025 00:00,Public transport,acct_3,1,BYN,tag_2
07-10-2025 00:00,Cafe,acct_3,3,BYN,tag_1
07-10-2025 00:00,Food,acct_3,2,BYN,tag_1
07-10-2025 00:00,Taxi,acct_1,14,BYN,tag_1
06-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
06-10-2025 00:00,Gifts,acct_3,15,BYN,tag_1
06-10-2025 00:00,Cafe,acct_3,3,BYN,tag_1
06-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
05-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
05-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
04-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
04-10-2025 00:00,Food,acct_3,1,BYN,tag_1
04-10-2025 00:00,Loan given,acct_1,52,BYN,tag_1
04-10-2025 00:00,Loan given,acct_1,86,BYN,tag_1
03-10-2025 00:00,Cafe,acct_3,59,BYN,tag_1
02-10-2025 00:00,Taxi,acct_3,4,BYN,tag_1
02-10-2025 00:00,Public transport,acct_2,2,BYN,tag_1
02-10-2025 00:00,Cafe,acct_3,1,BYN,tag_1
02-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
01-10-2025 00:00,Cafe,acct_3,2,BYN,tag_1
01-10-2025 00:00,Cafe,acct_1,14,BYN,tag_1
01-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
01-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
01-10-2025 00:00,Cafe,acct_3,4,BYN,tag_1
01-10-2025 00:00,Cafe,acct_3,5,BYN,tag_1
01-10-2025 00:00,Cafe,acct_3,3,BYN,tag_1
01-10-2025 00:00,Public transport,acct_2,1,BYN,tag_1
30-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
30-09-2025 00:00,Cafe,acct_3,1,BYN,tag_1
30-09-2025 00:00,University,acct_3,4,BYN,tag_1
30-09-2025 00:00,Cafe,acct_3,3,BYN,tag_1
30-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
30-09-2025 00:00,Public transport,acct_2,2,BYN,tag_1
30-09-2025 00:00,Public transport,acct_2,2,BYN,tag_3
30-09-2025 00:00,Leisure,acct_1,31,BYN,tag_1
29-09-2025 00:00,Food,acct_3,5,BYN,tag_1
29-09-2025 00:00,Clothes,acct_1,88,BYN,tag_1
29-09-2025 00:00,Bought for myself,acct_1,1129,BYN,tag_1
29-09-2025 00:00,Cafe,acct_3,1,BYN,tag_1
29-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
29-09-2025 00:00,Cafe,acct_3,3,BYN,tag_1
29-09-2025 00:00,Cafe,acct_3,3,BYN,tag_1
29-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
28-09-2025 00:00,Food,acct_3,9,BYN,tag_1
28-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
28-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
27-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
27-09-2025 00:00,Food,acct_3,10,BYN,tag_1
27-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
27-09-2025 00:00,Food,acct_3,1,BYN,tag_1
27-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
27-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
27-09-2025 00:00,Taxi,acct_3,24,BYN,tag_1
27-09-2025 00:00,Food,acct_1,65,BYN,tag_1
26-09-2025 00:00,Taxi,acct_1,25,BYN,tag_1
26-09-2025 00:00,Leisure,acct_1,232,BYN,tag_1
26-09-2025 00:00,Cafe,acct_1,5,BYN,tag_1
25-09-2025 00:00,Food,acct_1,81,BYN,tag_1
25-09-2025 00:00,Food,acct_1,313,BYN,tag_1
25-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
25-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
25-09-2025 00:00,Public transport,acct_2,1,BYN,tag_3
24-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
24-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
24-09-2025 00:00,Cafe,acct_1,16,BYN,tag_1
24-09-2025 00:00,Cafe,acct_1,6,BYN,tag_1
24-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
24-09-2025 00:00,Food,acct_3,1,BYN,tag_1
24-09-2025 00:00,Food,acct_3,11,BYN,tag_1
23-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
23-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
23-09-2025 00:00,Public transport,acct_2,2,BYN,tag_1
22-09-2025 00:00,Cafe,acct_3,8,BYN,tag_1
22-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
22-09-2025 00:00,Gifts,acct_3,12,BYN,tag_1
21-09-2025 00:00,Public transport,acct_2,2,BYN,tag_1
21-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
20-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
20-09-2025 00:00,Public transport,acct_2,1,BYN,tag_4
17-09-2025 00:00,Health,acct_1,73,BYN,tag_1
17-09-2025 00:00,University,acct_1,12,BYN,tag_1
17-09-2025 00:00,Cafe,acct_3,4,BYN,tag_1
17-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
16-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
15-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
14-09-2025 00:00,University,acct_1,5,BYN,tag_1
14-09-2025 00:00,Taxi,acct_1,15,BYN,tag_1
14-09-2025 00:00,Cafe,acct_1,9,BYN,tag_1
13-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
13-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
13-09-2025 00:00,Taxi,acct_1,6,BYN,tag_1
12-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
12-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
11-09-2025 00:00,Food,acct_1,10,BYN,tag_1
11-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
11-09-2025 00:00,Loan given,acct_1,457,BYN,tag_1
11-09-2025 00:00,Public transport,acct_2,2,BYN,tag_1
11-09-2025 00:00,Cafe,acct_1,9,BYN,tag_1
10-09-2025 00:00,Food,acct_1,5,BYN,tag_1
10-09-2025 00:00,Cafe,acct_1,9,BYN,tag_1
10-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
09-09-2025 00:00,Food,acct_1,6,BYN,tag_1
09-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
09-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
09-09-2025 00:00,Food,acct_1,6,BYN,tag_1
09-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
08-09-2025 00:00,University,acct_1,17,BYN,tag_1
08-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
08-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
07-09-2025 00:00,Taxi,acct_1,18,BYN,tag_1
07-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
06-09-2025 00:00,Taxi,acct_1,20,BYN,tag_1
06-09-2025 00:00,Public transport,acct_2,1,BYN,tag_4
06-09-2025 00:00,Public transport,acct_2,2,BYN,tag_1
06-09-2025 00:00,Food,acct_1,5,BYN,tag_1
06-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
06-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
06-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
06-09-2025 00:00,Taxi,acct_1,9,BYN,tag_1
06-09-2025 00:00,Cafe,acct_1,9,BYN,tag_1
05-09-2025 00:00,Gifts,acct_1,5,BYN,tag_1
05-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
05-09-2025 00:00,Cafe,acct_1,4,BYN,tag_1
05-09-2025 00:00,Public transport,acct_2,1,BYN,tag_2
04-09-2025 00:00,Food,acct_1,15,BYN,tag_1
03-09-2025 00:00,Public transport,acct_2,2,BYN,tag_1
03-09-2025 00:00,Public transport,acct_1,5,BYN,tag_1
03-09-2025 00:00,Cafe,acct_1,4,BYN,tag_1
03-09-2025 00:00,Cafe,acct_1,5,BYN,tag_1
02-09-2025 00:00,Public transport,acct_2,2,BYN,tag_2
02-09-2025 00:00,Cafe,acct_1,5,BYN,tag_1
01-09-2025 00:00,Public transport,acct_2,1,BYN,tag_1
01-09-2025 00:00,Leisure,acct_1,21,BYN,tag_1
01-09-2025 00:00,Cafe,acct_1,5,BYN,tag_1
31-08-2025 00:00,Cafe,acct_1,11,BYN,tag_1
31-08-2025 00:00,Cafe,acct_1,17,BYN,tag_1
31-08-2025 00:00,Cafe,acct_1,55,BYN,tag_1
31-08-2025 00:00,Taxi,acct_1,12,BYN,tag_1
31-08-2025 00:00,Public transport,acct_1,10,BYN,tag_1
31-08-2025 00:00,Leisure,acct_1,12,BYN,tag_1
31-08-2025 00:00,Food,acct_1,10,BYN,tag_1
30-08-2025 00:00,Cafe,acct_1,22,BYN,tag_1
30-08-2025 00:00,Bought for myself,acct_1,9,BYN,tag_1
30-08-2025 00:00,Public transport,acct_1,10,BYN,tag_1
29-08-2025 00:00,Public transport,acct_2,1,BYN,tag_1
28-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
28-08-2025 00:00,Gifts,acct_1,11,BYN,tag_1
28-08-2025 00:00,Leisure,acct_1,93,BYN,tag_1
28-08-2025 00:00,Gifts,acct_1,32,BYN,tag_1
28-08-2025 00:00,Public transport,acct_2,2,BYN,tag_4
27-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
27-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
27-08-2025 00:00,Cafe,acct_3,13,BYN,tag_1
27-08-2025 00:00,Cafe,acct_1,6,BYN,tag_1
26-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
26-08-2025 00:00,Food,acct_3,1,BYN,tag_1
26-08-2025 00:00,Food,acct_3,2,BYN,tag_1
26-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
25-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
25-08-2025 00:00,Food,acct_3,3,BYN,tag_1
25-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
25-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
23-08-2025 00:00,Food,acct_1,55,BYN,tag_1
23-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
23-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
22-08-2025 00:00,Food,acct_3,4,BYN,tag_1
22-08-2025 00:00,Food,acct_3,6,BYN,tag_1
22-08-2025 00:00,Food,acct_3,1,BYN,tag_1
22-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
22-08-2025 00:00,Leisure,acct_1,16,BYN,tag_1
22-08-2025 00:00,Food,acct_3,1,BYN,tag_1
21-08-2025 00:00,Food,acct_3,5,BYN,tag_1
20-08-2025 00:00,Cafe,acct_3,8,BYN,tag_1
20-08-2025 00:00,Leisure,acct_1,5,BYN,tag_1
20-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
20-08-2025 00:00,Taxi,acct_1,12,BYN,tag_1
19-08-2025 00:00,Public transport,acct_1,5,BYN,tag_1
19-08-2025 00:00,Bought for myself,acct_1,71,BYN,tag_1
18-08-2025 00:00,Public transport,acct_2,1,BYN,tag_1
17-08-2025 00:00,Food,acct_1,6,BYN,tag_1
17-08-2025 00:00,Cafe,acct_1,20,BYN,tag_1
17-08-2025 00:00,Leisure,acct_1,11,BYN,tag_1
17-08-2025 00:00,Food,acct_1,5,BYN,tag_1
16-08-2025 00:00,Gifts,acct_1,10,BYN,tag_1
16-08-2025 00:00,Food,acct_1,5,BYN,tag_1
15-08-2025 00:00,Food,acct_3,0,BYN,tag_1
15-08-2025 00:00,Food,acct_1,22,BYN,tag_1
15-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
15-08-2025 00:00,Food,acct_1,5,BYN,tag_1
15-08-2025 00:00,Public transport,acct_2,1,BYN,tag_1
15-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
14-08-2025 00:00,Food,acct_1,11,BYN,tag_1
13-08-2025 00:00,Public transport,acct_2,1,BYN,tag_1
13-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
13-08-2025 00:00,Public transport,acct_2,1,BYN,tag_3
12-08-2025 00:00,Public transport,acct_2,1,BYN,tag_3
12-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
12-08-2025 00:00,Public transport,acct_2,1,BYN,tag_1
12-08-2025 00:00,Leisure,acct_1,25,BYN,tag_1
11-08-2025 00:00,Food,acct_1,5,BYN,tag_1
11-08-2025 00:00,Public transport,acct_1,5,BYN,tag_4
08-08-2025 00:00,Food,acct_1,4,BYN,tag_1
06-08-2025 00:00,Food,acct_3,2,BYN,tag_1
05-08-2025 00:00,Food,acct_1,10,BYN,tag_1
05-08-2025 00:00,Food,acct_3,2,BYN,tag_1
05-08-2025 00:00,Loan given,acct_1,59,BYN,tag_1
04-08-2025 00:00,Public transport,acct_2,3,BYN,tag_4
04-08-2025 00:00,Food,acct_1,5,BYN,tag_1
04-08-2025 00:00,Taxi,acct_1,5,BYN,tag_1
03-08-2025 00:00,Cafe,acct_1,9,BYN,tag_1
03-08-2025 00:00,Cafe,acct_1,5,BYN,tag_1
03-08-2025 00:00,Cafe,acct_1,34,BYN,tag_1
02-08-2025 00:00,Cafe,acct_1,18,BYN,tag_1
01-08-2025 00:00,Food,acct_3,5,BYN,tag_1
01-08-2025 00:00,Public transport,acct_2,1,BYN,tag_4
31-07-2025 00:00,Health,acct_3,31,BYN,tag_1
31-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
31-07-2025 00:00,Food,acct_3,14,BYN,tag_1
31-07-2025 00:00,Leisure,acct_1,10,BYN,tag_1
30-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
30-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
29-07-2025 00:00,Other,acct_3,0,BYN,tag_1
28-07-2025 00:00,Health,acct_1,12,BYN,tag_1
23-07-2025 00:00,Food,acct_1,16,BYN,tag_1
22-07-2025 00:00,Public transport,acct_2,2,BYN,tag_4
22-07-2025 00:00,Food,acct_3,0,BYN,tag_1
22-07-2025 00:00,Food,acct_1,6,BYN,tag_1
22-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
21-07-2025 00:00,Food,acct_1,27,BYN,tag_1
21-07-2025 00:00,Food,acct_1,4,BYN,tag_1
21-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
21-07-2025 00:00,Food,acct_3,1,BYN,tag_1
21-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
21-07-2025 00:00,Food,acct_3,3,BYN,tag_1
21-07-2025 00:00,Leisure,acct_3,11,BYN,tag_1
20-07-2025 00:00,Taxi,acct_3,14,BYN,tag_1
20-07-2025 00:00,Public transport,acct_2,2,BYN,tag_3
20-07-2025 00:00,Job,acct_1,64,BYN,tag_1
20-07-2025 00:00,Cafe,acct_1,8,BYN,tag_1
20-07-2025 00:00,Food,acct_1,10,BYN,tag_1
20-07-2025 00:00,Leisure,acct_1,11,BYN,tag_1
19-07-2025 00:00,Food,acct_1,40,BYN,tag_1
19-07-2025 00:00,Job,acct_3,11,BYN,tag_1
18-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
17-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
17-07-2025 00:00,Health,acct_1,36,BYN,tag_1
17-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
16-07-2025 00:00,Fines,acct_1,24,BYN,tag_1
16-07-2025 00:00,Food,acct_1,4,BYN,tag_1
16-07-2025 00:00,Taxi,acct_1,21,BYN,tag_1
16-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
16-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
16-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
15-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
12-07-2025 00:00,Gifts,acct_1,36,BYN,tag_1
12-07-2025 00:00,Food,acct_1,12,BYN,tag_1
12-07-2025 00:00,Food,acct_1,4,BYN,tag_1
12-07-2025 00:00,Food,acct_1,5,BYN,tag_1
11-07-2025 00:00,Gifts,acct_1,4,BYN,tag_1
11-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
11-07-2025 00:00,Cafe,acct_3,1,BYN,tag_1
11-07-2025 00:00,Food,acct_1,27,BYN,tag_1
09-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
09-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
09-07-2025 00:00,Food,acct_1,5,BYN,tag_1
09-07-2025 00:00,Public transport,acct_2,1,BYN,tag_4
09-07-2025 00:00,Cafe,acct_3,14,BYN,tag_1
09-07-2025 00:00,Cafe,acct_3,4,BYN,tag_1
08-07-2025 00:00,Cafe,acct_3,1,BYN,tag_1
08-07-2025 00:00,Cafe,acct_3,10,BYN,tag_1
